location,gender,category,target,time,day,date,year_month,like,after,comment_text
Others,female,MA,G,5,Tuesday,2020/6/9,2020/06,2,男人 弱 ， 韩国 社会 压力 太大 事实 ， 弱势 男人 男权 群体 活不下去 ， 选择 女权 结盟 求得 生存空间 ， 自杀 ！ 特权 寻死 ， 思路 只会 害死 ！                 珍惜 生命 ， 卸载 滴滴 ！ ,这样的男人真的很弱，韩国社会压力太大也是事实，觉得弱势男人在男权群体活不下去，选择和女权结盟求得部分生存空间，比自杀积极多了！没特权就寻死，这样的思路只会害死自己！        珍惜生命，卸载滴滴！
Heilongjiang,male,SCB,G,6,Tuesday,2020/6/9,2020/06,0,早 ， 想 打造 女性 犯错 ， 错 ， 批评 ， 正确 社会 。 ,我早说了，她们是想打造一个女性不会犯错，不能有错，不能被批评，且绝对正确的社会。
Others,male,MA,I,6,Tuesday,2020/6/9,2020/06,17,屌 子 微博 关注 罗志祥 一堆 福利 🐔 ， 撸 图 。 屌丝 ,这屌子微博关注罗志祥还有一堆福利🐔，撸你的图去把。屌丝
Shandong,male,MA,G,7,Tuesday,2020/6/9,2020/06,0,这句 话 想想 妈 母猪 ,说这句话的时候不想想她妈也是母猪
Hunan,female,MA,G,9,Tuesday,2020/6/9,2020/06,2,论个理 ， 发 五条 肮脏 谩骂 博 ， 。 女权 ， 嘴巴 脏 ， 女权 挨 ,别人和你论个理，你就发五条肮脏谩骂的博，哈哈。别说自己是女权了，嘴巴这么脏，女权都怕挨上你
Shandong,male,MA,I,9,Tuesday,2020/6/9,2020/06,3,直男是 弯       指 喜欢 女人 男人           不解风情 男人         蛆妹       直 男 癌 ,最开始直男是和弯的相对的   指的是喜欢女人的男人     后来又变成了不解风情的男人    再后来蛆妹多了   直男就变成了癌
Others,female,SCB,I,9,Tuesday,2020/6/9,2020/06,0,男人 何鸿燊 有钱 帅气 女人 ， 他生 20 。 男人 没本事 女人 心甘情愿 生 ， 责任 义务 绑架 女人 生 孩子 哈哈哈哈 ,男人要都像何鸿燊那样有钱帅气对女人好，我愿意给他生20个。有的男人就是没本事让女人心甘情愿的生，才用责任和义务来绑架女人为他们生孩子哈哈哈哈
Others,female,MA,I,10,Tuesday,2020/6/9,2020/06,25,挑起 争端 ？ 提出 正当合理 诉求 ， 一群 男 微博 喊 “ 女 👊 警告 ” “ 重 👊 出击 ”   阿富汗 女 虐杀 新闻 ， 男拳 嘲讽 女权 ， 中国 推行 杀 女人 ,什么叫挑起争端？提出正当合理的诉求，还被一群男的微博下面喊“女👊警告”“重👊出击” 阿富汗女被虐杀新闻下，男拳还嘲讽女权，说要在中国也要推行杀女人
Jiangsu,male,MA,I,11,Tuesday,2020/6/9,2020/06,0,""" 中国 特色 田园 女权 想 笑 。 ","总之中国特色田园女权真的让人想笑。,就之前热搜，一些田园女权把生孩子的女生叫母猪"
Others,female,SCB,I,12,Tuesday,2020/6/9,2020/06,0,咋样 错 。 真 亏得 想 女权 ， 女权 主子 ,咋样都是错呗。真亏得它们啥都想女权，女权是它主子
Jilin,female,MA,I,13,Tuesday,2020/6/9,2020/06,3,说白了 想 搞 死 女权 ， 不怀好意 ， 想 扼杀 ,说白了它们就是想搞死女权，不怀好意，想扼杀
Henan,female,MA,G,13,Tuesday,2020/6/9,2020/06,4,""" 女权 轮得 评判 ？ 能耐 爹 雇个 专业 团队 抬 走 ？ ","我是不是女权轮得着你评判？这么能耐咋不给你爹雇个专业团队抬走？,你是不是害怕你爸恶疽满身的尸体冻在冰里腐烂不了，造福自然的机会都没有,我也是不言语化身掘墓手持军中铁锹虽然给你鸭子爸一铲，你鸭子爸想跑瞬间召唤小弟粘住你爸追上去一顿抽插。随后再次召唤三个小弟共同5p，被操到死？玩的不尽兴一个r将你爸复活从而奸尸走向人生赢家,我点燃一枚子公雷扔进你爹下体你爸瞬间化为废墟，你还一边舔着你爸血肉模糊的鱼雷肛一边喃喃道：入口即化，纵想丝滑"
Shandong,male,MA,G,13,Tuesday,2020/6/9,2020/06,0,我爱党 爱 人民 提倡 男女 互爱 ， 伪 女权 可不 ， 女权 人大 点名 批评 小姑娘 ,我爱党爱人民提倡男女互爱，跟伪女权可不一样，你们女权可是让人大点名批评了哦小姑娘
Taiwan,female,SCB,I,13,Tuesday,2020/6/9,2020/06,20,想 姐妹 母权 社会 想像 构建 ,我想看各位姐妹对母权社会的各种想像构建哈哈
Sichuan,male,MA,I,13,Tuesday,2020/6/9,2020/06,2,""" 帮 女性 公道话 洗脑 ？ 女性 老百姓 ？ 男 女人 感同身受 ， 麻烦 女朋友 、 妈 、 女儿 。 男拳癌 眼里 ？ ","帮女性说公道话就是被洗脑？女性不是正常老百姓？男的确实不能和女人感同身受，但是也麻烦你为你女朋友、你妈、你女儿多考虑考虑。难道男拳癌眼里只有自己？,吊子惹的祸现在甩锅给女权了？不说多了你随便点开一条微博下面阴阳怪气的喷子几乎是男的，别给男同胞丢脸行不？"
Others,female,MA,G,13,Tuesday,2020/6/9,2020/06,6,国男 觉悟   冷抖 哭 ,为什么国男没有这么好的觉悟 冷抖哭
Beijing,female,MA,I,13,Tuesday,2020/6/9,2020/06,11,有人 “ 拳师 ” ， “ ， 锤 ” 。 有人 “ 打拳 ” ， “ 废话 ， 蛆见 锤 ” 。 ,如果有人对我叫“拳师来啦”，我就说“是啊，来锤你了”。如果有人对我叫“这也能打拳”，我就说“废话，这种蛆见一次锤一次”。
Shanghai,female,MA,G,13,Tuesday,2020/6/9,2020/06,32,""" 有句 话 说得好 ， 饭 吃饱 嫌弃 塞牙 ， 女权 都还没 环境 包容 嫌弃 太 ， 平权 人士 抹杀 鉴定 女权 ， 明天 温和 女权 新 女权 ， 弱势群体 状况 ， 女性 被压迫 ， 女性 权利 ， 女权 无误 ","有句话说得好，饭还没吃饱呢就嫌弃塞牙了，女权都还没被大环境包容呢就嫌弃太极端了，今天有些所谓的平权人士抹杀了他们自己鉴定的极端女权，明天温和女权就会变成新的极端女权，弱势群体一定要明确强调目前的状况，那就是女性是被压迫的，现在就是在争取女性的权利，就是女权无误,现在的问题就在于，什么程度叫做平权，什么程度叫做女权，什么程度又叫做极端女权？那么多屌男空口鉴权，温和的做法也会被打为极端，所以一定要强调是女权，不是平权，因为在目前大环境下女权毫无疑问处于弱势地位，弱势群体的利益应该被清晰地指明，因为谁也不知道模糊女权概念之后会遭到什么样的打压"
Beijing,female,SCB,I,14,Tuesday,2020/6/9,2020/06,152,""" 女权 ， 看不到 亲女 母系 成果 ， 奋斗 成果 女儿 后辈 铺路 。 转发 性暴力 受害者 求助 微博 、 女明星 发声 ， 反咬 卸磨杀驴 ， 动机 不全是 。 敲掉 男权 一块 砖 ， 捶打 无数次 ， 女性 经历 锤头 。 女权 女德 ， 无比 乐意 背负 道德 ","现在的女权者，几乎是看不到亲女母系的成果的，我们的奋斗成果是要给女儿们后辈们铺路。转发性暴力受害者求助微博、为女明星发声，被反咬我也不觉得自己被卸磨杀驴，我的动机并不全是为了她一个。敲掉男权一块砖，捶打无数次，每个女性的经历都是一个锤头。如果女权是女德，我无比乐意背负这种道德,在女权内部吵架的时候，说一句“我不是女权”，辩论手段和修辞手段的意思更重。但对听不懂女权话的蛆和驴说“我不当女权了”，特别像在跟被老公殴打后说“你不挽留我我就离家出走”。"
Oversea,female,MA,G,14,Tuesday,2020/6/9,2020/06,11,""" 屌 子 男女平等 ： 男人 杀人 ， 女人 ","屌子的男女平等：男人可以杀人，女人不能说,说句实话，男拳精神就是用自己温暖的直肠帮助兄弟,屌子天天想着指点江山呢，有女人选择接盘你你感恩戴德8，还想着指点女拳,每个人都会坐车出行，可是不是大家都会找蛆和蛆共度一生啊,指出男蛆就是以偏概全，逻辑带师,谁有你厉害啊，百分之九十男性罪犯都被你凭空消失辣,极端女拳太极端辣,沙女人家暴女人性侵男童女童的哪个是极端女拳你指出来我看看,没人要的小屌子是注资了还是拉赞助了你帮啥了用你喜欢,是个正常人都利己，你不利己没见你去捐器官卖屁y给你男同胞啊,搞女拳轮得到你指点？黑人运动需要白人告诉他们说怎么搞？我看你确实是欠"
Oversea,female,SCB,I,14,Tuesday,2020/6/9,2020/06,54,平权 派 ， 吃 女权 努力 挣来 红利 ， 舔着 男权 油水 。 ,所谓的平权派，就是吃着女权努力挣来的红利，舔着男权的油水。
Others,female,MA,G,14,Tuesday,2020/6/9,2020/06,22,“ 女生 XXXXX ” 不想 ， 暴躁 ， 先打 几拳 。 ,我现在只要看到“虽然我也是女生但是我觉得XXXXX”我就不想看下去，暴躁得很，先打几拳再说。
Guangdong,female,MA,I,14,Tuesday,2020/6/9,2020/06,1,害 ， 急 急 ， 男人 反省 只会 开脱 ,害，它急了它急了，男人是不会反省只会开脱的
Guangdong,male,SCB,G,15,Tuesday,2020/6/9,2020/06,0,""" 回复 @ 小猪 野兽 · : 没事儿 ， 观点 ， 女性 占 决定性 因素 多点 。 ","回复@小猪野兽·:没事儿，但是你的观点也没有问题，女性占决定性因素多点。,回复@小猪野兽·:是的，但是你说只有女性拥有.. 这样是不对的，我觉得可以说是女性是主要的行使权利的那一方。,回复@小猪野兽·:可是我百度了一下，这是双方的诶。 评论配图"
Others,female,MA,I,15,Tuesday,2020/6/9,2020/06,31,单身 男性 生育权 ， 单身 男性 有个 毛线 球 生育权 ， 生 ,他们说的是单身男性的生育权，单身男性有个毛线球的生育权，生一个我看看
Oversea,female,SCB,G,15,Tuesday,2020/6/9,2020/06,2,""" 困惑 ， 想 。 "" "" 男权 笑话 "" "" ， 重点 自然 男权 闹 笑话 ， ， 不爽 。 女权 博主帮 女性 转发 维权 ， 嚷嚷 "" "" 男性 维权 "" "" 建个 号 ， 少来 吃 血馒头 。 "" ","我之前也有困惑，不过想明白了。既然是""男权笑话""，那重点自然是男权闹的笑话，而不其他什么的，不爽不要看。所以既然是女权博主帮女性转发维权，嚷嚷什么""男性维权""怎么办的人不如自己建个号，少来吃人血馒头。"
Others,female,MA,I,15,Tuesday,2020/6/9,2020/06,2,本来 ， 女方 一意孤行 不顾 男方 感受 ， 孩子 抱怨 男方 冷漠 不管不顾 奇怪 逻辑 。 道德 绑架 。 ,本来就是，女方一意孤行不顾男方感受，要了孩子以后抱怨男方冷漠不管不顾也是很奇怪的逻辑。同样属于道德绑架。
Others,male,SCB,I,15,Tuesday,2020/6/9,2020/06,21,喜欢 妇女解放 翻译 。 家庭妇女 想 女权 帮 “ 家庭主妇 自由 ” ， 选择权 。   想 ， 搞 女权 / 妇女解放 目的 解放 女性 生产力 。 ,不过现在还是更喜欢妇女解放这个翻译了。因为老有些家庭妇女想让女权帮她们争取“当家庭主妇的自由”，认为这是种选择权。不管别人 想，我搞女权/妇女解放目的是为了解放女性生产力。
Others,male,MA,G,15,Tuesday,2020/6/9,2020/06,10,""" 微博 男拳 只会 喷 屎 ， 现实 中蹭破 一点 皮 心疼 心疼 ， 骨头 软 ","微博男拳只会喷屎，现实中蹭破一点皮都心疼自己心疼的不得了，骨头都是软的,为什么我们国家的男拳还不跟上"
Oversea,female,SCB,G,16,Tuesday,2020/6/9,2020/06,7,转发 看不见 ， 谴责 伊斯兰教 泯灭 人性 意淫 女权 舔 伊斯兰 男人 ， 反 女权 反 逻辑 ,转发了他们也当看不见，我们谴责伊斯兰教泯灭人性的时候他们还意淫女权舔伊斯兰男人呢，他们反女权已经反到没有逻辑了
Beijing,female,MA,I,16,Tuesday,2020/6/9,2020/06,1,""" 生育 中 女性 付出 人身 代价 ， 婚姻 共享 权利 ， 怀疑 。 大宝 女性 一票否决权 ， 只不过 现象 奇怪 ","并且生育中女性付出了人身的代价，是否真的能通过婚姻来共享权利，让我很怀疑。总之和大宝说的女性有一票否决权也一样啦，只不过我觉得这个现象就很奇怪,总的来说我觉得谁付出代价，谁承担责任，谁享有权利，这样看的话，男性本身没有怀孕生子的功能，通过在婚姻中的责任换取生育权，但是事实上婚姻中男性和女性权责也是失衡的。所以结论，在我国婚姻制度现状下，男性谈生育权，其实很苍白，因为女性的生育成果并没有被保护。"
Others,female,MA,G,16,Tuesday,2020/6/9,2020/06,9,""" 韩国 女权 建党 ， ？ ","韩国女权确实建党了，你不知道吗？,屌子语录：你们都是伪女权。谁是真女权我说了算。,屌子语录：女人生孩子跟男人姓=男女平等。,原来不打女人就等于照顾和关爱了，真珍贵啊,中国家暴率30%，挨打的都是不正常女性？所以不配得到男人的照顾和关爱？,谁生的孩子跟谁姓=男人低人一等？,屌子的关爱照顾=女人卖命生孩子跟我姓，我说话女人不准反驳。,屌子掉皮现场：谁生的孩子跟谁姓=女人至上。,“女人说话，公的闭嘴”是博主分享的韩国女同胞说的。博主和粉丝都很赞同。别一口一个女同胞，你长子宫了吗就来代表女同胞？,我不嫖不赌不杀人不犯罪，已经是绝世好女人了,女人说话，公的闭嘴，听不懂吗？,我的女同胞在点赞我。这里是女权女孩聊天的地方，有屌子说话的份吗？,不是“跟谁姓都行”，是绝对不能跟男的姓，绝对不能让男的传姓。就这么简单，听懂了吗？,大家的钱都是银行里来的，到我手里就是我的钱，姓传到我这里，就是我的姓。,追溯到源头，姓=女生，女人有姓，男人无姓。所有的姓都是女祖宗的姓。文盲还是闭嘴吧。,不好意思，我们不认为“跟谁姓都一样”，也不认同“创个姓都可以”。女人生，随母姓，这就是唯一的公平正义。不让女人传姓的任何巧妙话术，目的都是剥削女性。,男女互爱=女人生孩子跟男人姓？不好意思，这种互爱，我们没兴趣。,男女平等互爱可以啊，男人要以身作则互相监督，从坚决不让孩子冠父姓做起。女人卖命生的孩子必须随母姓，否则就是男性在剥削女性，谈不上平等互爱。"
Hunan,female,MA,G,16,Tuesday,2020/6/9,2020/06,201,小组 作业 只想 女生 一组 ， 男生 谱 太少 ， 失踪 有事 ， 借口 一大堆 ,啊我小组作业只想跟女生一组，男生靠谱的太少了，失踪有事来不及，借口一大堆
Oversea,female,MA,I,16,Tuesday,2020/6/9,2020/06,74,厌女 男权 社会 特意 培养 心理 投射 ,厌女是男权社会特意培养的心理投射
Oversea,female,MA,I,16,Tuesday,2020/6/9,2020/06,5,男权 社会 女性 洗脑 灌输 。 女性 厌女 表现 仇恨 女人 ， 仇恨 身为 女人 身份 ， 潜意识 里 憎恨 身为 女人 。 女人 摆脱 女性 身份 方式 证明 强大 ， 女性 天 妄想 做 假 男人 递向 男权 社会 投 名状 。 女人 进化 完善 生命 。 ,这正是男权社会给女性洗脑灌输的结果。女性的厌女表现不止是在仇恨别的女人，也是在仇恨自己身为女人的身份，她在潜意识里憎恨着身为女人的自己。女人不需要用摆脱女性身份的方式证明自己的强大，女性不需要天真的妄想着做一个假男人就能成为递向男权社会的投名状。女人本身就是进化得很完善的生命了。
Sichuan,female,SCB,G,16,Tuesday,2020/6/9,2020/06,41,在职 场 ， 女上司 女 下属 恶意 很大 。 ,在职场，有些女上司对女下属的恶意是很大的。
